month_date_yyyymm,cbsa_code,cbsa_title,HouseholdRank,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy,quality_flag
202201,24540,"greeley, co",177,489900,0.0659,0.0911,305,-0.6235,-0.3924,44,0.0864,-0.3714,464,0.0087,-0.1077,72,-0.0526,-0.4194,64,-0.3333,-0.0588,911,0.5734,-0.0076,215,0.1092,0.2275,2494,-0.0022,-0.0718,669045,0.1995,0.1415,1234,-0.1141,-0.1316,2.9869,2.2721,1.1582,0
202201,14740,"bremerton-silverdale, wa",178,599950,-1.00E-04,0.2768,141,-0.2253,-0.1296,48,0.0787,-0.0588,212,0.2045,0.06,8,-0.5,-0.3333,24,0.2,-0.4,407,-0.2173,-0.2004,296,0.0661,0.1418,1999,-0.0336,0.0347,795665,0.0074,0.0151,551,-0.2151,-0.1825,2.8865,0.0294,-0.2555,1
202201,43620,"sioux falls, sd",179,299900,0.0453,0.2001,639,-0.1765,-0.1797,56,0.2308,0.0566,260,0.3542,-0.0972,36,1.25,3.5,12,-0.5714,-0.7,2,0,-0.3333,181,0.0517,0.2401,1657,9.00E-04,-0.0054,376665,0.0517,0.2101,641,-0.1772,-0.1803,0.0031,6.00E-04,-7.00E-04,0
202201,13780,"binghamton, ny",180,160000,0,0.1042,333,-0.1716,-0.2567,81,0.218,-0.0795,132,-0.0833,-0.175,4,0,0,68,-0.2917,-0.2609,415,-0.1633,-0.0778,99,0.0056,0.1708,1792,-0.0044,0.0358,253598,0.0111,0.0771,748,-0.168,-0.1567,1.2462,0.0124,0.2418,0
202201,11100,"amarillo, tx",181,329000,0.0281,0.1754,305,-0.1384,-0.3207,46,-0.0891,-0.2813,284,0.0758,-0.1446,16,1,-0.5,76,0,-0.4412,323,-0.0062,-0.1199,137,-0.0179,0.0917,2166,0.0143,-0.0159,408217,-0.0107,0.0963,623,-0.0905,-0.2439,1.059,0.1409,0.2416,0
202201,42100,"santa cruz-watsonville, ca",182,1199000,-0.0578,0.2014,92,-0.1321,-0.4651,42,-0.1064,-0.2759,136,0.5455,0,4,,,20,0.25,-0.375,122,-0.3222,-0.4049,666,0.0062,0.0537,1800,-0.0649,0.0714,1474350,-0.0659,0.0448,203,-0.3024,-0.4484,1.3261,-0.372,0.1342,0
202201,25180,"hagerstown-martinsburg, md-wv",183,310000,0.0438,0.1655,327,-0.1594,-0.0684,52,0.1685,-0.037,284,-0.0405,-0.0405,92,0.9167,-0.1154,56,-0.3913,-0.125,541,-0.0846,0.0093,163,0.0254,0.1815,1897,0.0158,0.0377,335909,0.0277,0.1365,866,-0.1163,-0.0237,1.6544,0.1352,0.1274,0
202201,22020,"fargo, nd-mn",184,343500,0.0166,0.2312,371,-0.1311,-0.3327,80,-0.0184,0.0959,180,0.1842,-0.3662,16,-0.6,1,48,0,-0.4286,72,-0.2653,-0.405,138,0.0075,0.1368,2400,-0.0091,0.0753,361309,-0.0064,0.1248,447,-0.1486,-0.3288,0.1941,-0.0354,-0.0236,0
202201,28420,"kennewick-richland, wa",185,552900,0.0474,0.3202,331,-0.162,0.0442,64,0.2549,0.1034,200,-0.1667,-0.2958,32,0.3333,-0.4667,36,-0.1,-0.1818,210,-0.1286,-0.3519,263,0.0239,0.303,2215,-0.0032,0.0341,584777,0.0166,0.2423,548,-0.1438,-0.1504,0.6344,0.0243,-0.3876,1
202201,47380,"waco, tx",186,277900,-0.1313,0.1579,300,-0.1573,-0.0446,51,0.1591,-0.2714,264,0.0154,0.0313,8,,0,104,-0.1034,-0.037,417,-0.0855,0.0024,159,0.0048,0.2447,1833,-0.0993,-0.0756,462386,-0.0182,0.3518,723,-0.1129,-0.0096,1.39,0.1091,0.0652,0
202201,16580,"champaign-urbana, il",187,139900,-0.0667,-0.1766,240,-0.1489,-0.3315,78,0.2581,-0.1429,160,0.1111,0.0256,4,,,68,0.0625,-0.15,261,-0.1498,-0.1,111,-0.008,-9.00E-04,1450,-0.0229,-0.1395,249046,0.0049,0.0914,502,-0.1492,-0.2265,1.0875,-0.0012,0.2797,1
202201,39140,"prescott, az",188,620000,0.0473,0.1111,399,-0.2356,-0.1094,58,0.0642,-0.0645,364,0.0225,0.2133,20,-0.375,-0.4444,100,-0.1667,-0.1667,580,-0.072,-0.0236,293,0.0267,0.2053,2066,0.0137,-0.0947,961229,0.103,0.0159,989,-0.1378,-0.0509,1.4536,0.2563,0.1277,0
202201,12700,"barnstable town, ma",189,849000,0.0449,0.1322,520,-0.2319,-0.4468,79,0.1618,-0.0595,400,0.2987,-0.1453,20,0,-0.4444,56,-0.2222,-0.5758,607,-0.2393,-0.2909,471,0.0048,0.0907,1836,-0.0011,-0.0054,1671146,0.0873,0.1252,1118,-0.242,-0.3716,1.1673,-0.0114,0.2567,0
202201,16620,"charleston, wv",190,142900,-0.0441,-0.0145,339,-0.1126,-0.2483,73,0.1406,-0.1512,108,-0.3077,-0.325,0,,,56,0.0769,-0.2222,288,-0.1138,0.0909,89,-0.0298,0.0621,1650,-0.0096,-0.0884,203384,9.00E-04,-0.1562,629,-0.1153,-0.1116,0.8496,-0.0012,0.2642,0
202201,46220,"tuscaloosa, al",191,249000,-0.0502,-0.022,379,-0.2004,-0.3857,60,0.1111,-0.1892,264,-0.0833,-0.1951,72,-0.3333,3.5,56,0.1667,-0.4167,500,0.0121,0.2853,146,4.00E-04,0.0315,1676,-0.0301,0.0308,358925,-0.0261,-0.0491,895,-0.0802,-0.1234,1.3193,0.2771,0.6888,0
202201,45820,"topeka, ks",192,159900,-0.0714,0.0732,143,-0.3092,-0.285,41,-0.0465,0.0789,96,-0.3143,-0.3333,0,-1,,48,-0.4,-0.2,58,-0.0938,0.3488,95,0.0046,0.1073,1656,-0.0096,0.0147,240683,0.0458,0.2211,201,-0.2744,-0.1728,0.4056,0.0964,0.1906,0
202201,17780,"college station-bryan, tx",193,285000,-0.0205,0.1633,348,-0.0984,-0.5935,53,-0.1092,-0.2838,324,0.2857,-0.0241,40,4,0,36,0.8,-0.6786,513,-0.1063,0.0732,168,-0.0048,0.1777,1849,0,0.0272,432265,0.0071,0.2269,861,-0.1068,-0.3546,1.4741,-0.0129,0.9157,0
202201,11540,"appleton, wi",194,350000,0.0373,0.0941,179,-0.1596,-0.0376,42,-0.1683,-0.3333,160,0.3333,-0.0698,0,,-1,20,-0.1667,-0.5,213,-0.2804,-0.1446,201,0.1804,0.4303,1609,-0.0053,-0.162,385133,0.0482,0.1089,386,-0.2431,-0.1187,1.1899,-0.1997,-0.1488,0
202201,17200,"claremont-lebanon, nh-vt",195,379000,-0.0026,0.2795,221,-0.1265,-0.5717,80,0.0063,-0.2079,104,0.04,-0.5094,0,-1,-1,16,-0.4286,-0.6364,200,-0.2337,-0.4898,189,-0.0209,0.1467,2016,-0.003,0.1065,620082,-0.0309,0.3318,420,-0.1829,-0.5328,0.905,-0.1266,0.1453,0
202201,17020,"chico, ca",196,449000,-0.0011,0.0693,203,-0.2192,-0.2039,57,0.0088,-0.2083,184,0.2105,0.0698,12,2,0.5,60,0,-0.0625,204,-0.0512,-0.1673,278,0.0249,0.1961,1638,-0.0276,-0.0915,553724,0.0137,0.1166,404,-0.1601,-0.2,1.0049,0.178,0.0441,0
202201,16820,"charlottesville, va",197,509900,0.0505,0.0408,300,-0.2042,-0.4555,84,0.2444,-0.1158,176,-0.102,-0.4568,48,0.0909,0.3333,32,-0.4667,-0.4667,664,-0.0879,-0.1531,218,5.00E-04,0.071,2265,0.0196,-0.0258,982342,0.1363,0.1301,964,-0.1276,-0.2757,2.2133,0.2823,0.7905,0
202201,44100,"springfield, il",198,105000,-0.0905,0.0511,182,-0.1208,-0.4567,63,0.2475,-0.0735,164,-0.0465,0,0,,-1,48,-0.25,-0.3333,255,-0.1115,-0.1176,77,-0.0132,0.0318,1516,-0.0642,0.0107,176129,0.0076,0.1046,431,-0.1275,-0.317,1.4011,0.0146,0.5384,0
202201,31420,"macon, ga",199,198900,-0.0104,0.1143,565,-0.0157,-0.0843,51,-0.0973,-0.0377,520,0.3684,0.4773,116,1.4167,3.1429,108,0.8,0.0385,799,-0.0465,0.4142,104,0.0158,0.1048,1886,-0.0575,-0.0318,258435,-0.0305,0.0147,1367,-0.0394,0.1704,1.4142,-0.0458,0.4984,0
202201,32780,"medford, or",200,549900,0.0782,0.0395,346,-0.1859,0.3622,72,0.2632,0.0746,256,0.3333,0.1852,16,1,1,116,-0.2162,1.9,457,-0.0616,-0.0749,289,0.0151,0.1281,1864,0.0208,-0.0367,745150,0.0433,-0.0168,799,-0.1249,0.09,1.3208,0.1749,-0.6241,1
202201,15540,"burlington-south burlington, vt",201,430000,0.012,0.0777,140,-0.235,-0.4946,78,0.2188,-0.3036,64,-0.3043,-0.2727,16,,3,12,-0.5,-0.5,56,-0.3171,-0.4955,232,0.0596,0.1423,1953,-0.0079,0.0433,497798,-0.0562,0.0579,197,-0.2594,-0.4896,0.4,-0.0481,-7.00E-04,0
202201,40340,"rochester, mn",202,360000,0.0141,0.1807,242,-0.2092,-0.032,66,0.1478,-0.0435,148,0,-0.1395,4,0,,36,-0.25,-0.25,237,-0.1713,-0.0778,170,0.027,0.1273,2162,0.0457,0.087,432748,-0.001,0.0689,483,-0.1841,-0.0492,0.9793,0.0447,-0.0487,0
202201,13380,"bellingham, wa",203,579900,-0.0333,0.3183,116,-0.2468,-0.5226,46,-0.0891,-0.5258,132,0.0645,-0.2326,4,0,-0.6667,20,-0.1667,-0.2857,194,-0.2815,-0.4174,345,0.033,0.2874,1701,-0.0852,0.0869,877449,0.0657,0.4506,309,-0.2712,-0.4626,1.6724,-0.0808,0.302,1
202201,27740,"johnson city, tn",204,324900,0.0314,0.1815,142,-0.2565,-0.3632,60,0.0714,-0.0625,108,-0.1818,-0.3864,0,-1,-1,40,-0.2308,-0.2857,224,-0.1825,-0.1181,170,0.1123,0.2891,1790,-0.0293,-0.0816,507493,0.0507,0.3166,360,-0.2324,-0.2453,1.5775,0.1429,0.4385,0
202201,46340,"tyler, tx",205,375000,-0.004,0.2097,362,-0.1235,-0.3195,55,0.0185,-0.1538,276,0.0455,-0.1977,24,2,5,52,-0.3158,-0.5667,413,-0.136,-0.0418,178,0.0129,0.2489,2092,-0.0227,-0.0804,564788,-0.0178,0.3644,774,-0.1362,-0.2045,1.1409,-0.0165,0.3307,0
202201,25940,"hilton head island-bluffton-beaufort, sc",206,500000,-0.0099,0.1494,464,-0.2027,-0.5581,62,0.1273,-0.225,472,0.0261,-0.2484,36,0.125,-0.625,104,0.1818,-0.3659,1131,-0.0857,-0.0722,277,0.0419,0.3661,1998,0.0035,-0.0575,874590,0.0207,0.1082,1595,-0.1231,-0.3071,2.4375,0.3121,1.2765,0
202201,29420,"lake havasu city-kingman, az",207,402900,0.0232,0.2213,514,-0.103,0.0776,65,0.1712,0.0317,372,0.0109,-0.1389,28,-0.2222,-0.4615,132,-0.1081,0.2222,872,-0.086,-0.0743,236,3.00E-04,0.182,1739,0.0131,0.0181,496352,0.0412,0.1321,1382,-0.0961,-0.0309,1.6965,0.0316,-0.2783,1
202201,19300,"daphne-fairhope-foley, al",208,443950,0.0256,0.1383,1046,-0.1544,-0.2766,63,0.0678,-0.16,724,0.071,-0.0163,136,0.1333,-0.1707,256,0.0159,0.1429,1349,-0.069,0.0923,224,-0.0381,0.2625,1963,0.0345,-0.0429,654715,0.0443,0.1408,2395,-0.1087,-0.1185,1.2897,0.1183,0.4356,0
202201,49420,"yakima, wa",209,389900,0.0127,0.1204,186,-0.1983,0.0508,53,0.191,-0.1017,96,-0.3333,-0.2,8,1,-0.3333,40,-0.375,0.4286,212,-0.1846,0.1337,224,0.0547,0.2051,1709,-0.0537,-0.0762,424450,-0.0168,0.0043,398,-0.196,0.1086,1.1398,0.0191,0.0833,0
202201,29200,"lafayette-west lafayette, in",210,224900,0.0112,-0.0913,96,-0.2258,-0.04,58,0.2889,0.16,84,-0.0455,-0.087,0,,,28,-0.3636,0,42,-0.16,-0.2075,128,0.0698,0.1438,1824,-0.0108,-0.1076,307970,0.0643,0.0319,139,-0.2057,-0.0608,0.4375,0.0343,-0.0925,0
202201,30980,"longview, tx",211,259900,-0.0191,0.1556,307,-0.1401,-0.3147,62,0.2653,-0.0746,240,0.0169,0.3333,8,1,0,104,0.04,0,400,-0.0499,0.5686,127,-0.0181,0.2082,1997,-0.0119,-0.0477,405224,-0.004,0.1452,707,-0.1005,0.0202,1.3029,0.1237,0.7337,0
202201,22500,"florence, sc",212,232000,0.0243,0.2217,485,-0.0832,-0.0779,61,0.1619,-0.0469,152,0.1176,-0.1556,40,4,9,36,0.125,-0.3077,59,-0.0781,1.0345,118,0.0105,0.1504,1910,-0.0026,0.0032,268609,0.0073,0.204,546,-0.0808,-0.0302,0.1216,7.00E-04,0.0665,0
202201,29340,"lake charles, la",213,225000,0.0035,-0.0405,513,-0.069,0.1104,68,0.1333,-0.1282,280,0.2281,0.2281,8,-0.5,-0.8462,152,0.027,1.5333,434,0.0769,-0.1033,120,8.00E-04,-0.0192,1826,0.0016,-0.0384,265473,0.0112,-0.072,943,-0.0136,-0.0126,0.846,0.1146,-0.2016,0
202201,39460,"punta gorda, fl",214,399500,0,0.3795,546,-0.1664,-0.4709,52,0.1818,-0.3158,580,0.0211,-0.0397,88,0.5714,-0.56,136,0.0625,-0.4516,1138,-0.0113,0.088,233,-9.00E-04,0.3672,1737,-0.0217,0.0188,556237,-0.0355,0.379,1684,-0.0681,-0.1962,2.0842,0.327,1.0707,1
202201,37460,"panama city, fl",215,399995,0.0025,0.3115,853,-0.1479,-0.4979,58,0.0265,-0.1212,568,0.1736,-0.0274,108,1.25,0.4211,192,-0.2,-0.4839,613,0.032,2.2957,253,-0.0415,0.316,1688,0.0258,0.053,653947,0.0654,0.461,1458,-0.087,-0.2127,0.7186,0.1252,0.6092,1
202201,32900,"merced, ca",216,439000,0.0221,0.1114,229,-0.1673,-0.0984,57,0.1287,0.1633,208,0,0.0833,28,2.5,0,32,-0.3846,0,379,-0.1347,-0.2104,265,0.0239,0.2318,1560,-0.0253,-0.1405,710151,0.0738,0.0979,614,-0.1425,-0.1635,1.655,0.0623,-0.2347,0
202201,29740,"las cruces, nm",217,340000,0.139,0.2952,590,-0.0781,0.0017,55,-0.0179,-0.0833,212,0.4324,0.2619,4,-0.6667,-0.5,40,0,0,33,-0.175,1.2,152,0.0199,0.1745,2124,0.0538,0.0484,358857,0.0514,0.1489,623,-0.0838,0.0298,0.0559,-0.0066,0.0305,0
202201,26380,"houma-thibodaux, la",218,250000,-0.0364,0.2506,173,-0.0847,-0.6104,99,-0.1502,-0.0833,92,-0.08,-0.2069,4,,-0.5,32,0.6,-0.6667,238,-0.125,0.0085,86,-0.0158,0.0773,3140,-0.0282,0.1414,401728,0.0011,0.3155,411,-0.1065,-0.3965,1.3757,-0.0634,0.8442,0
202201,40980,"saginaw, mi",219,104000,-0.1837,-0.1326,242,-0.2484,0.3297,64,0.2673,0.1852,148,-0.1778,0.0571,4,0,0,72,-0.3793,0.2857,235,-0.1486,-0.1423,82,-0.0737,-0.0299,1350,-0.053,-0.0715,185088,-0.0467,-0.0551,483,-0.1896,0.0662,0.9711,0.1139,-0.5344,1
202201,39540,"racine, wi",220,245000,-0.0541,-0.0196,184,-0.2581,-0.193,64,0.113,0.0847,136,0.36,-0.1905,0,-1,,52,-0.4091,0,180,-0.2562,-0.1469,160,0.0153,0.1328,1640,-0.0049,0.0256,370949,0.0209,0.0261,364,-0.2587,-0.1708,0.9783,0.0025,0.0528,0
202201,12020,"athens-clarke county, ga",221,375000,0.0015,0.0717,280,-0.1331,-0.413,40,-0.2381,-0.2982,280,0.0769,-0.1026,4,-0.6667,-0.875,56,-0.2222,-0.5172,295,-0.1194,-0.0514,172,-6.00E-04,0.0871,2175,0.0778,-0.0185,509124,0.0446,0.15,583,-0.1017,-0.274,1.0536,0.0164,0.4016,0
202201,45860,"torrington, ct",222,529900,0.0495,0.262,405,-0.1474,-0.5184,99,0.1314,0.0645,156,0.1471,-0.1136,4,-0.5,-0.5,60,0.0714,-0.1176,405,-0.1401,404,238,0.0341,0.3198,2256,0.0428,0,1176604,0.1321,0.3701,809,-0.1448,-0.038,1,0.0084,0.9988,0
202201,41060,"st. cloud, mn",223,315000,0.0504,0.2402,166,-0.2814,-0.2589,76,0.3103,-0.0256,84,-0.16,-0.3636,0,,-1,24,-0.3333,-0.1429,153,-0.3405,-0.1105,149,0.0552,0.1064,1888,-0.0151,0.0211,368465,0.0441,0.1719,321,-0.3067,-0.1894,0.9217,-0.0826,0.1538,0
202201,14010,"bloomington, il",224,127000,-0.073,0.0168,150,-0.1892,-0.4526,77,0.2727,-0.0494,132,-0.1316,-0.175,0,,,32,0.3333,-0.4286,259,-0.1508,-0.1424,84,-0.0127,0.0947,1608,-0.0635,-0.0629,200604,-0.0145,0.1672,406,-0.1714,-0.3048,1.7267,0.078,0.6245,0
202201,29700,"laredo, tx",225,224900,-0.0068,0.1245,254,-0.0379,-0.0415,46,0.0575,-0.2069,112,0,0.12,4,0,-0.5,40,0.6667,0.4286,3,0,0.5,138,0.0129,0.1884,1700,-0.0179,-0.0012,269152,0.0037,0.1294,256,-0.0412,-0.0412,0.0118,4.00E-04,0.0043,0
202201,25900,"hilo, hi",226,550000,0,0.0476,430,-0.0466,-0.4618,52,-0.0459,-0.4091,296,0.0423,0.1563,24,0.5,0.5,92,0.15,-0.3611,547,-0.0267,-0.2084,428,-0.0025,0.0979,1472,0.0068,-0.029,1542954,0.1214,0.1386,977,-0.0374,-0.3443,1.2721,0.026,0.4073,0
202201,39820,"redding, ca",227,445000,0.0243,0.0277,304,-0.2124,-0.0646,65,0.2745,-0.1558,152,0.0556,-0.0256,8,0,-0.6667,92,-0.08,0.5333,31,0.1481,0.1481,245,0.0209,0.1152,1848,-0.0051,-0.0523,606564,0.0346,-0.0248,331,-0.1966,-0.0623,0.102,0.032,0.0189,0
202201,21140,"elkhart-goshen, in",228,199900,-0.0582,0.1112,84,-0.2364,-0.3115,56,0.2727,-0.125,68,-0.1905,0.1333,0,-1,-1,24,-0.4,-0.1429,33,-0.2143,-0.0833,124,0.0072,0.1867,1626,-0.0184,-0.0547,288255,0.0115,-0.0431,115,-0.2484,-0.2532,0.3929,0.011,0.0978,0
202201,47580,"warner robins, ga",229,265000,0.0396,0.0994,471,-0.0747,0.163,61,0.0893,0.1296,456,0.0459,0.2527,116,-0.6027,0.7059,60,-0.1667,0.1538,1256,-0.0912,0.3152,130,0.0315,0.2023,2150,0.018,-0.0951,284653,0.0248,0.1108,1727,-0.0877,0.2689,2.6667,-0.0485,0.3086,0
202201,13980,"blacksburg-christiansburg-radford, va",230,289900,0.0563,0.1654,173,-0.1478,-0.2242,80,-0.0476,-0.0805,96,-0.0769,-0.3846,4,-0.8571,-0.5,36,-0.25,0,215,-0.0046,-0.14,156,-0.0156,0.11,1740,0.0265,-0.0029,443022,0.0836,0.1339,390,-0.0736,-0.1959,1.2428,0.1787,0.1217,0
202201,24780,"greenville, nc",231,252000,-0.002,-0.0233,100,-0.3151,-0.3421,57,0.0179,-0.2083,136,-0.0811,-0.2273,12,2,-0.5,24,0,-0.25,395,-0.0436,-0.0573,131,0.0167,0.1253,1914,-0.0093,-0.1463,306698,0.0316,-0.1138,506,-0.0948,-0.1012,3.95,1.1212,1.1934,0
202201,13460,"bend-redmond, or",232,609990,-0.0318,0.1619,255,-0.3342,-0.0794,83,0.328,0.169,188,-0.2167,-0.4778,16,-0.5,-0.4286,56,-0.2222,0.75,594,-0.0262,-0.1429,329,-0.005,0.1522,1920,-0.0209,-0.0184,833807,-0.0043,0.2314,850,-0.1508,-0.1237,2.3294,0.7367,-0.1724,0
202201,13740,"billings, mt",233,559000,0.1015,0.4911,134,-0.2757,-0.4298,63,0.008,-0.1,132,-0.0294,-0.2326,8,1,1,20,-0.1667,-0.5833,268,-0.1754,-0.1952,230,0.0362,0.2728,2256,0,-0.014,831704,0.0129,0.1894,401,-0.2137,-0.2814,2,0.2432,0.583,1
202201,28740,"kingston, ny",234,449000,0.0148,0.0951,438,-0.2094,-0.3364,93,0.2078,0.022,124,0.2917,-0.2791,12,,0.5,48,-0.25,-0.52,407,-0.1844,-0.3262,231,0.0105,0.1798,1960,0.0248,-0.0768,740625,0.0463,0.2704,845,-0.1975,-0.3299,0.9292,0.0285,0.0141,0
202201,36780,"oshkosh-neenah, wi",235,264900,0.0392,0.0248,106,-0.2639,-0.1654,56,0.0566,-0.2329,96,-0.04,0.0435,0,,,16,-0.4286,0,197,-0.0664,0.0314,144,0.0435,0.0647,1762,0.0301,-0.0079,341018,0.0523,-0.1325,303,-0.1465,-0.059,1.8585,0.3932,0.3546,0
202201,33740,"monroe, la",236,259900,0.0475,0.1551,167,-0.0924,-0.4507,61,0.0702,-0.3776,120,0.25,0.0345,0,-1,-1,40,0,-0.5455,159,-0.0245,-0.1017,121,-0.0144,0.142,2030,0.0229,-0.0073,318827,1.00E-04,0.1536,328,-0.0548,-0.3209,0.9521,0.0662,0.3699,0
202201,17860,"columbia, mo",237,331600,0.1556,0.2759,161,-0.2682,-0.309,53,0.0095,-0.1452,112,0.12,0.2174,12,2,0.5,28,-0.4615,0.4,9,-0.3077,-0.4706,165,0.0634,0.267,2030,0.0378,0.0861,384179,0.0608,0.0418,171,-0.2661,-0.316,0.0559,-0.0032,-0.0171,0
202201,47940,"waterloo-cedar falls, ia",238,159500,0.0705,-0.0025,185,-0.1629,-0.3974,67,0.2182,-0.0429,124,0.1481,0.1071,4,,0,36,-0.4375,-0.5,220,-0.1506,-0.0435,117,0.0163,-0.025,1340,0.0292,-0.0394,206905,0.0572,-0.1059,404,-0.1583,-0.2477,1.1892,0.0172,0.44,0
202201,27340,"jacksonville, nc",239,284000,0.0443,0.1525,284,-0.2262,-0.2467,55,0.2222,-0.127,368,-0.156,-0.1321,32,-0.1111,-0.6667,40,-0.1667,-0.3333,1071,-0.0497,-0.0102,146,0.028,0.1473,1732,-0.0114,-0.0572,426994,0.0626,0.1416,1362,-0.089,-0.0766,3.7711,0.7003,0.9011,0
202201,26980,"iowa city, ia",240,298900,0.0325,0.0488,705,-0.0537,-0.135,44,-0.2667,-0.2542,304,0.1343,-0.3153,4,-0.75,0,24,-0.1429,-0.5714,186,-0.1913,0.0109,166,0.0481,0.1722,1868,0.0013,-0.0706,361002,-0.0122,0.0752,887,-0.078,-0.1121,0.2638,-0.0449,0.0381,0
202201,27900,"joplin, mo",241,217500,0.0121,0.2874,279,-0.2314,-0.3277,57,0.1515,-0.1231,180,-0.2241,-0.1509,12,2,2,64,-0.3043,-0.1579,430,-0.126,-0.0985,108,-0.0237,0.1598,1950,0.0592,0,308179,-0.0158,0.1599,709,-0.1708,-0.1971,1.5412,0.1858,0.3918,0
202201,20740,"eau claire, wi",242,298900,0.0219,0.1284,145,-0.2602,-0.0764,65,0.1504,-0.1667,96,0.2632,0.2,20,,,16,-0.3333,-0.5,171,-0.1618,-0.1493,167,3.00E-04,0.1445,1695,-0.0325,-0.0858,363239,-0.0182,0.0271,321,-0.1975,-0.1253,1.1793,0.1385,-0.1009,0
202201,34740,"muskegon, mi",243,199900,0.0527,0.0811,123,-0.3051,-0.289,56,0.0769,-0.0667,120,-0.1429,-0.0909,4,,0,28,-0.4167,-0.2222,236,-0.1601,-0.2107,140,0.0367,0.2288,1422,-0.0025,-0.0186,328640,0.1201,0.2283,359,-0.2162,-0.2329,1.9187,0.3311,0.1904,0
202201,14020,"bloomington, in",244,355000,0.0291,0.038,205,-0.1126,-0.0238,66,0.1478,-0.2326,128,0.3913,0.1852,0,,,32,-0.4286,-0.2727,166,-0.1354,0.1216,179,0.0307,0.1434,1915,-0.0078,-0.0299,471723,0.0343,0.1274,368,-0.13,0.0251,0.8098,-0.0214,0.105,0
202201,49740,"yuma, az",245,299000,0.0547,0.1684,156,-0.0488,-0.0127,31,-0.1622,-0.3673,204,0.3784,0.4167,16,3,0.3333,28,0.1667,0.4,197,-0.0963,-0.2622,185,-0.0081,0.1252,1606,0.0412,0,348580,0.0225,0.1224,345,-0.0969,-0.1882,1.2628,-0.0664,-0.4271,1
202201,23580,"gainesville, ga",246,450000,1.00E-04,0.2676,490,-0.125,-0.1478,53,0.0495,-0.197,360,0.0112,-0.0323,40,9,-0.1667,116,-0.0333,-0.0333,679,-0.0314,-0.1078,190,0.0081,0.3001,2382,-0.0238,-0.0905,620183,-0.0181,0.0296,1168,-0.0832,-0.1225,1.3857,0.1339,0.0622,0
202201,45460,"terre haute, in",247,109900,-0.0643,0.2225,199,-0.1233,-0.2547,69,0.0781,-0.1266,132,0.1379,0.1786,0,,-1,32,-0.3846,-0.3333,178,-0.2124,-0.1232,80,-0.0275,0.1664,1488,-0.0149,-0.0159,175794,-0.0848,0.0595,380,-0.163,-0.1915,0.8945,-0.1011,0.1342,0
202201,42140,"santa fe, nm",248,740000,0.0242,0.0963,187,-0.1461,-0.45,76,0.1875,-0.2621,120,-0.2308,-0.2683,4,-0.5,0,36,-0.1818,-0.4,279,-0.1622,-0.0478,339,0.0685,0.0601,2785,0.0014,0.0646,1617969,0.0589,0.277,463,-0.1688,-0.2627,1.492,-0.0286,0.6302,0
202201,14540,"bowling green, ky",249,289900,-0.0333,0.1601,260,-0.1975,-0.2635,31,0.4762,-0.5811,156,0.0263,0.3929,8,1,0,32,-0.1111,-0.2727,301,-0.0988,0.0561,156,0.0305,0.1528,1866,-0.0819,0.0032,375519,-0.0185,0.1888,559,-0.1505,-0.1183,1.1577,0.1268,0.3503,0
202201,39380,"pueblo, co",250,343900,-0.0173,0.0921,349,-0.1749,1.0409,43,0.0886,0,300,0.4706,0.6304,8,-0.3333,0,108,-0.2059,1.25,190,-0.0256,0.1047,173,0.0443,0.1552,1798,-0.0033,-0.1134,473453,0.0047,-0.2453,539,-0.1292,0.5313,0.5444,0.0834,-0.4614,1
202201,20100,"dover, de",251,371531,0.007,0.1687,239,-0.0664,0.1381,78,0.1556,-0.0714,164,-0.0238,0.1389,64,0.2308,0.2308,44,-0.2667,0.2222,301,-0.1731,-0.2934,171,0.0102,0.1704,2146,0.0137,0.091,418969,0.0204,0.2975,537,-0.1476,-0.153,1.2594,-0.1625,-0.7692,1
202201,10180,"abilene, tx",252,255000,-0.0153,0.2361,218,-0.0954,-0.1648,51,0.0303,-0.1356,180,0.125,0.0465,16,0.3333,3,64,1.2857,0,295,-0.0484,0.0172,129,-0.0123,0.1671,1816,-0.0155,0.0089,333336,0,0.2791,522,-0.0543,-0.0474,1.3532,0.0669,0.2421,0
202201,43580,"sioux city, ia-ne-sd",253,205000,0,-0.1784,131,-0.2339,-0.4204,67,0.2182,-0.2118,80,0.3333,0.0526,0,,,20,-0.4444,-0.4444,58,-0.0794,-0.1944,131,0.0328,0.1175,1600,-0.0247,-0.1199,336548,0.0941,0.1957,189,-0.1923,-0.3636,0.4427,0.0743,0.1242,1
