,NEIGHBORHOOD,ENCODED_VALUE
14268,UPPER EAST SIDE (59-79),223
14269,UPPER EAST SIDE (59-79),223
14270,UPPER EAST SIDE (59-79),223
14271,UPPER EAST SIDE (59-79),223
14274,UPPER EAST SIDE (59-79),223
14275,UPPER EAST SIDE (59-79),223
14276,UPPER EAST SIDE (59-79),223
14277,UPPER EAST SIDE (59-79),223
14279,UPPER EAST SIDE (59-79),223
14282,UPPER EAST SIDE (59-79),223
14285,UPPER EAST SIDE (59-79),223
14286,UPPER EAST SIDE (59-79),223
14289,UPPER EAST SIDE (59-79),223
14290,UPPER EAST SIDE (59-79),223
14291,UPPER EAST SIDE (59-79),223
14292,UPPER EAST SIDE (59-79),223
14295,UPPER EAST SIDE (59-79),223
14296,UPPER EAST SIDE (59-79),223
14297,UPPER EAST SIDE (59-79),223
14298,UPPER EAST SIDE (59-79),223
14299,UPPER EAST SIDE (59-79),223
14300,UPPER EAST SIDE (59-79),223
14301,UPPER EAST SIDE (59-79),223
14302,UPPER EAST SIDE (59-79),223
14307,UPPER EAST SIDE (59-79),223
14308,UPPER EAST SIDE (59-79),223
14309,UPPER EAST SIDE (59-79),223
14311,UPPER EAST SIDE (59-79),223
14312,UPPER EAST SIDE (59-79),223
14320,UPPER EAST SIDE (59-79),223
14323,UPPER EAST SIDE (59-79),223
14324,UPPER EAST SIDE (59-79),223
14327,UPPER EAST SIDE (59-79),223
14328,UPPER EAST SIDE (59-79),223
15643,UPPER EAST SIDE (59-79),223
16281,UPPER EAST SIDE (59-79),223
16558,UPPER EAST SIDE (59-79),223
16559,UPPER EAST SIDE (59-79),223
16560,UPPER EAST SIDE (59-79),223
16561,UPPER EAST SIDE (59-79),223
16562,UPPER EAST SIDE (59-79),223
16564,UPPER EAST SIDE (59-79),223
16565,UPPER EAST SIDE (59-79),223
16566,UPPER EAST SIDE (59-79),223
16567,UPPER EAST SIDE (59-79),223
16568,UPPER EAST SIDE (59-79),223
16569,UPPER EAST SIDE (59-79),223
16570,UPPER EAST SIDE (59-79),223
16571,UPPER EAST SIDE (59-79),223
16572,UPPER EAST SIDE (59-79),223
16573,UPPER EAST SIDE (59-79),223
16574,UPPER EAST SIDE (59-79),223
16575,UPPER EAST SIDE (59-79),223
16576,UPPER EAST SIDE (59-79),223
16577,UPPER EAST SIDE (59-79),223
16578,UPPER EAST SIDE (59-79),223
16579,UPPER EAST SIDE (59-79),223
16580,UPPER EAST SIDE (59-79),223
16581,UPPER EAST SIDE (59-79),223
16584,UPPER EAST SIDE (59-79),223
16634,UPPER EAST SIDE (79-96),224
16636,UPPER EAST SIDE (79-96),224
16637,UPPER EAST SIDE (79-96),224
16638,UPPER EAST SIDE (79-96),224
16639,UPPER EAST SIDE (79-96),224
16642,UPPER EAST SIDE (79-96),224
16643,UPPER EAST SIDE (79-96),224
16644,UPPER EAST SIDE (79-96),224
16645,UPPER EAST SIDE (79-96),224
16646,UPPER EAST SIDE (79-96),224
16647,UPPER EAST SIDE (79-96),224
16649,UPPER EAST SIDE (79-96),224
16650,UPPER EAST SIDE (79-96),224
16651,UPPER EAST SIDE (79-96),224
16652,UPPER EAST SIDE (79-96),224
16653,UPPER EAST SIDE (79-96),224
16654,UPPER EAST SIDE (79-96),224
16656,UPPER EAST SIDE (79-96),224
16657,UPPER EAST SIDE (79-96),224
16658,UPPER EAST SIDE (79-96),224
16659,UPPER EAST SIDE (79-96),224
16660,UPPER EAST SIDE (79-96),224
16661,UPPER EAST SIDE (79-96),224
16662,UPPER EAST SIDE (79-96),224
16663,UPPER EAST SIDE (79-96),224
16664,UPPER EAST SIDE (79-96),224
16666,UPPER EAST SIDE (79-96),224
16671,UPPER EAST SIDE (79-96),224
16672,UPPER EAST SIDE (79-96),224
16674,UPPER EAST SIDE (79-96),224
16675,UPPER EAST SIDE (79-96),224
16676,UPPER EAST SIDE (79-96),224
16682,UPPER EAST SIDE (79-96),224
16685,UPPER EAST SIDE (79-96),224
16686,UPPER EAST SIDE (79-96),224
16687,UPPER EAST SIDE (79-96),224
16688,UPPER EAST SIDE (79-96),224
16689,UPPER EAST SIDE (79-96),224
16690,UPPER EAST SIDE (79-96),224
16691,UPPER EAST SIDE (79-96),224
16692,UPPER EAST SIDE (79-96),224
16693,UPPER EAST SIDE (79-96),224
16694,UPPER EAST SIDE (79-96),224
16695,UPPER EAST SIDE (79-96),224
16696,UPPER EAST SIDE (79-96),224
16697,UPPER EAST SIDE (79-96),224
16701,UPPER EAST SIDE (79-96),224
16702,UPPER EAST SIDE (79-96),224
16703,UPPER EAST SIDE (79-96),224
16705,UPPER EAST SIDE (79-96),224
16706,UPPER EAST SIDE (79-96),224
16707,UPPER EAST SIDE (79-96),224
16708,UPPER EAST SIDE (79-96),224
16709,UPPER EAST SIDE (79-96),224
16711,UPPER EAST SIDE (79-96),224
16713,UPPER EAST SIDE (79-96),224
16714,UPPER EAST SIDE (79-96),224
16715,UPPER EAST SIDE (79-96),224
16717,UPPER EAST SIDE (79-96),224
16719,UPPER EAST SIDE (79-96),224
16720,UPPER EAST SIDE (79-96),224
16721,UPPER EAST SIDE (79-96),224
16722,UPPER EAST SIDE (79-96),224
16723,UPPER EAST SIDE (79-96),224
16724,UPPER EAST SIDE (79-96),224
16726,UPPER EAST SIDE (79-96),224
16727,UPPER EAST SIDE (79-96),224
16728,UPPER EAST SIDE (79-96),224
18004,UPPER EAST SIDE (79-96),224
18722,UPPER EAST SIDE (79-96),224
18723,UPPER EAST SIDE (79-96),224
18726,UPPER EAST SIDE (79-96),224
18783,UPPER EAST SIDE (79-96),224
18784,UPPER EAST SIDE (79-96),224
18785,UPPER EAST SIDE (79-96),224
18786,UPPER EAST SIDE (79-96),224
18787,UPPER EAST SIDE (79-96),224
18789,UPPER EAST SIDE (79-96),224
18805,UPPER EAST SIDE (79-96),224
18806,UPPER EAST SIDE (79-96),224
18941,UPPER EAST SIDE (96-110),225
18942,UPPER EAST SIDE (96-110),225
19017,UPPER WEST SIDE (59-79),226
19018,UPPER WEST SIDE (59-79),226
19019,UPPER WEST SIDE (59-79),226
19020,UPPER WEST SIDE (59-79),226
19021,UPPER WEST SIDE (59-79),226
19022,UPPER WEST SIDE (59-79),226
19023,UPPER WEST SIDE (59-79),226
19025,UPPER WEST SIDE (59-79),226
19027,UPPER WEST SIDE (59-79),226
19028,UPPER WEST SIDE (59-79),226
19029,UPPER WEST SIDE (59-79),226
19030,UPPER WEST SIDE (59-79),226
19031,UPPER WEST SIDE (59-79),226
19032,UPPER WEST SIDE (59-79),226
19033,UPPER WEST SIDE (59-79),226
19034,UPPER WEST SIDE (59-79),226
19035,UPPER WEST SIDE (59-79),226
19036,UPPER WEST SIDE (59-79),226
19037,UPPER WEST SIDE (59-79),226
19038,UPPER WEST SIDE (59-79),226
19039,UPPER WEST SIDE (59-79),226
19040,UPPER WEST SIDE (59-79),226
19041,UPPER WEST SIDE (59-79),226
19042,UPPER WEST SIDE (59-79),226
19043,UPPER WEST SIDE (59-79),226
19044,UPPER WEST SIDE (59-79),226
19045,UPPER WEST SIDE (59-79),226
19046,UPPER WEST SIDE (59-79),226
19047,UPPER WEST SIDE (59-79),226
19048,UPPER WEST SIDE (59-79),226
19049,UPPER WEST SIDE (59-79),226
19050,UPPER WEST SIDE (59-79),226
19051,UPPER WEST SIDE (59-79),226
19052,UPPER WEST SIDE (59-79),226
19058,UPPER WEST SIDE (59-79),226
19059,UPPER WEST SIDE (59-79),226
19060,UPPER WEST SIDE (59-79),226
19061,UPPER WEST SIDE (59-79),226
19062,UPPER WEST SIDE (59-79),226
19064,UPPER WEST SIDE (59-79),226
19065,UPPER WEST SIDE (59-79),226
19066,UPPER WEST SIDE (59-79),226
19068,UPPER WEST SIDE (59-79),226
19069,UPPER WEST SIDE (59-79),226
19070,UPPER WEST SIDE (59-79),226
19071,UPPER WEST SIDE (59-79),226
19072,UPPER WEST SIDE (59-79),226
20637,UPPER WEST SIDE (59-79),226
20638,UPPER WEST SIDE (59-79),226
20639,UPPER WEST SIDE (59-79),226
20640,UPPER WEST SIDE (59-79),226
20924,UPPER WEST SIDE (59-79),226
20925,UPPER WEST SIDE (59-79),226
20926,UPPER WEST SIDE (59-79),226
20927,UPPER WEST SIDE (59-79),226
20928,UPPER WEST SIDE (59-79),226
20929,UPPER WEST SIDE (59-79),226
21050,UPPER WEST SIDE (79-96),227
21051,UPPER WEST SIDE (79-96),227
21052,UPPER WEST SIDE (79-96),227
21053,UPPER WEST SIDE (79-96),227
21054,UPPER WEST SIDE (79-96),227
21055,UPPER WEST SIDE (79-96),227
21057,UPPER WEST SIDE (79-96),227
21058,UPPER WEST SIDE (79-96),227
21059,UPPER WEST SIDE (79-96),227
21060,UPPER WEST SIDE (79-96),227
21061,UPPER WEST SIDE (79-96),227
21063,UPPER WEST SIDE (79-96),227
21065,UPPER WEST SIDE (79-96),227
21067,UPPER WEST SIDE (79-96),227
21071,UPPER WEST SIDE (79-96),227
21073,UPPER WEST SIDE (79-96),227
21074,UPPER WEST SIDE (79-96),227
21075,UPPER WEST SIDE (79-96),227
21076,UPPER WEST SIDE (79-96),227
21077,UPPER WEST SIDE (79-96),227
21079,UPPER WEST SIDE (79-96),227
21081,UPPER WEST SIDE (79-96),227
21082,UPPER WEST SIDE (79-96),227
21083,UPPER WEST SIDE (79-96),227
21086,UPPER WEST SIDE (79-96),227
21087,UPPER WEST SIDE (79-96),227
21088,UPPER WEST SIDE (79-96),227
21089,UPPER WEST SIDE (79-96),227
21093,UPPER WEST SIDE (79-96),227
21096,UPPER WEST SIDE (79-96),227
21098,UPPER WEST SIDE (79-96),227
21100,UPPER WEST SIDE (79-96),227
21102,UPPER WEST SIDE (79-96),227
21104,UPPER WEST SIDE (79-96),227
21106,UPPER WEST SIDE (79-96),227
21108,UPPER WEST SIDE (79-96),227
21110,UPPER WEST SIDE (79-96),227
21112,UPPER WEST SIDE (79-96),227
21114,UPPER WEST SIDE (79-96),227
21115,UPPER WEST SIDE (79-96),227
21116,UPPER WEST SIDE (79-96),227
21117,UPPER WEST SIDE (79-96),227
21118,UPPER WEST SIDE (79-96),227
21119,UPPER WEST SIDE (79-96),227
21120,UPPER WEST SIDE (79-96),227
21121,UPPER WEST SIDE (79-96),227
21122,UPPER WEST SIDE (79-96),227
21123,UPPER WEST SIDE (79-96),227
21128,UPPER WEST SIDE (79-96),227
21130,UPPER WEST SIDE (79-96),227
21131,UPPER WEST SIDE (79-96),227
21133,UPPER WEST SIDE (79-96),227
21134,UPPER WEST SIDE (79-96),227
21135,UPPER WEST SIDE (79-96),227
22249,UPPER WEST SIDE (79-96),227
22250,UPPER WEST SIDE (79-96),227
22330,UPPER WEST SIDE (79-96),227
22331,UPPER WEST SIDE (79-96),227
22332,UPPER WEST SIDE (79-96),227
22333,UPPER WEST SIDE (79-96),227
22334,UPPER WEST SIDE (79-96),227
22351,UPPER WEST SIDE (96-116),228
22353,UPPER WEST SIDE (96-116),228
22354,UPPER WEST SIDE (96-116),228
22358,UPPER WEST SIDE (96-116),228
22359,UPPER WEST SIDE (96-116),228
22360,UPPER WEST SIDE (96-116),228
22361,UPPER WEST SIDE (96-116),228
22363,UPPER WEST SIDE (96-116),228
22369,UPPER WEST SIDE (96-116),228
22370,UPPER WEST SIDE (96-116),228
22371,UPPER WEST SIDE (96-116),228
22373,UPPER WEST SIDE (96-116),228
22808,UPPER WEST SIDE (96-116),228
22809,UPPER WEST SIDE (96-116),228
22810,UPPER WEST SIDE (96-116),228
22811,UPPER WEST SIDE (96-116),228
22812,UPPER WEST SIDE (96-116),228
22814,UPPER WEST SIDE (96-116),228
22815,UPPER WEST SIDE (96-116),228
22818,WASHINGTON HEIGHTS LOWER,230
22820,WASHINGTON HEIGHTS LOWER,230
22821,WASHINGTON HEIGHTS LOWER,230
22822,WASHINGTON HEIGHTS LOWER,230
22823,WASHINGTON HEIGHTS LOWER,230
22824,WASHINGTON HEIGHTS LOWER,230
22825,WASHINGTON HEIGHTS LOWER,230
22827,WASHINGTON HEIGHTS LOWER,230
22828,WASHINGTON HEIGHTS LOWER,230
22829,WASHINGTON HEIGHTS LOWER,230
22830,WASHINGTON HEIGHTS LOWER,230
22831,WASHINGTON HEIGHTS LOWER,230
22833,WASHINGTON HEIGHTS LOWER,230
22834,WASHINGTON HEIGHTS LOWER,230
22835,WASHINGTON HEIGHTS LOWER,230
22837,WASHINGTON HEIGHTS LOWER,230
22838,WASHINGTON HEIGHTS LOWER,230
22839,WASHINGTON HEIGHTS LOWER,230
22842,WASHINGTON HEIGHTS LOWER,230
22844,WASHINGTON HEIGHTS LOWER,230
22846,WASHINGTON HEIGHTS LOWER,230
22850,WASHINGTON HEIGHTS LOWER,230
22851,WASHINGTON HEIGHTS LOWER,230
22852,WASHINGTON HEIGHTS LOWER,230
22853,WASHINGTON HEIGHTS LOWER,230
22854,WASHINGTON HEIGHTS LOWER,230
22857,WASHINGTON HEIGHTS LOWER,230
22859,WASHINGTON HEIGHTS LOWER,230
22861,WASHINGTON HEIGHTS LOWER,230
22862,WASHINGTON HEIGHTS LOWER,230
22863,WASHINGTON HEIGHTS LOWER,230
22864,WASHINGTON HEIGHTS LOWER,230
22865,WASHINGTON HEIGHTS LOWER,230
22866,WASHINGTON HEIGHTS LOWER,230
22868,WASHINGTON HEIGHTS LOWER,230
22869,WASHINGTON HEIGHTS LOWER,230
22987,WASHINGTON HEIGHTS UPPER,231
22990,WASHINGTON HEIGHTS UPPER,231
22992,WASHINGTON HEIGHTS UPPER,231
22994,WASHINGTON HEIGHTS UPPER,231
22995,WASHINGTON HEIGHTS UPPER,231
22996,WASHINGTON HEIGHTS UPPER,231
22997,WASHINGTON HEIGHTS UPPER,231
22998,WASHINGTON HEIGHTS UPPER,231
22999,WASHINGTON HEIGHTS UPPER,231
23000,WASHINGTON HEIGHTS UPPER,231
23001,WASHINGTON HEIGHTS UPPER,231
23002,WASHINGTON HEIGHTS UPPER,231
23003,WASHINGTON HEIGHTS UPPER,231
23004,WASHINGTON HEIGHTS UPPER,231
23005,WASHINGTON HEIGHTS UPPER,231
23006,WASHINGTON HEIGHTS UPPER,231
23007,WASHINGTON HEIGHTS UPPER,231
23008,WASHINGTON HEIGHTS UPPER,231
23009,WASHINGTON HEIGHTS UPPER,231
23010,WASHINGTON HEIGHTS UPPER,231
23011,WASHINGTON HEIGHTS UPPER,231
23012,WASHINGTON HEIGHTS UPPER,231
23013,WASHINGTON HEIGHTS UPPER,231
23014,WASHINGTON HEIGHTS UPPER,231
23015,WASHINGTON HEIGHTS UPPER,231
23262,WASHINGTON HEIGHTS UPPER,231
23266,WASHINGTON HEIGHTS UPPER,231
23269,WASHINGTON HEIGHTS UPPER,231
23272,BATHGATE,9
23273,BATHGATE,9
23274,BATHGATE,9
23275,BATHGATE,9
23278,BATHGATE,9
23279,BATHGATE,9
23282,BATHGATE,9
23283,BATHGATE,9
23284,BATHGATE,9
23286,BATHGATE,9
23288,BATHGATE,9
23290,BATHGATE,9
23291,BATHGATE,9
23292,BATHGATE,9
23293,BATHGATE,9
23294,BATHGATE,9
23295,BATHGATE,9
23296,BATHGATE,9
23297,BATHGATE,9
23299,BATHGATE,9
23300,BATHGATE,9
23303,BATHGATE,9
23305,BATHGATE,9
23306,BATHGATE,9
23307,BATHGATE,9
23309,BATHGATE,9
23310,BATHGATE,9
23311,BATHGATE,9
23316,BATHGATE,9
23317,BATHGATE,9
23323,BATHGATE,9
23324,BATHGATE,9
23325,BATHGATE,9
23326,BATHGATE,9
23327,BATHGATE,9
23328,BATHGATE,9
23329,BATHGATE,9
23330,BATHGATE,9
23336,BATHGATE,9
23337,BATHGATE,9
23340,BATHGATE,9
23341,BATHGATE,9
23345,BATHGATE,9
23347,BAYCHESTER,11
23348,BAYCHESTER,11
23349,BAYCHESTER,11
23350,BAYCHESTER,11
23351,BAYCHESTER,11
23352,BAYCHESTER,11
23354,BAYCHESTER,11
23357,BAYCHESTER,11
23358,BAYCHESTER,11
23360,BAYCHESTER,11
23361,BAYCHESTER,11
23362,BAYCHESTER,11
23363,BAYCHESTER,11
23364,BAYCHESTER,11
23365,BAYCHESTER,11
23366,BAYCHESTER,11
23367,BAYCHESTER,11
23368,BAYCHESTER,11
23369,BAYCHESTER,11
23370,BAYCHESTER,11
23374,BAYCHESTER,11
23375,BAYCHESTER,11
23376,BAYCHESTER,11
23377,BAYCHESTER,11
23378,BAYCHESTER,11
23381,BAYCHESTER,11
23386,BAYCHESTER,11
23387,BAYCHESTER,11
23388,BAYCHESTER,11
23390,BAYCHESTER,11
23391,BAYCHESTER,11
23392,BAYCHESTER,11
23393,BAYCHESTER,11
23394,BAYCHESTER,11
23396,BAYCHESTER,11
23397,BAYCHESTER,11
23398,BAYCHESTER,11
23400,BAYCHESTER,11
23401,BAYCHESTER,11
23402,BAYCHESTER,11
23403,BAYCHESTER,11
23404,BAYCHESTER,11
23406,BAYCHESTER,11
23409,BAYCHESTER,11
23410,BAYCHESTER,11
23411,BAYCHESTER,11
23412,BAYCHESTER,11
23413,BAYCHESTER,11
23414,BAYCHESTER,11
23417,BAYCHESTER,11
23418,BAYCHESTER,11
23420,BAYCHESTER,11
23421,BAYCHESTER,11
23422,BAYCHESTER,11
23423,BAYCHESTER,11
23424,BAYCHESTER,11
23425,BAYCHESTER,11
23426,BAYCHESTER,11
23428,BAYCHESTER,11
23429,BAYCHESTER,11
23431,BAYCHESTER,11
23432,BAYCHESTER,11
23433,BAYCHESTER,11
23434,BAYCHESTER,11
23435,BAYCHESTER,11
23437,BAYCHESTER,11
23439,BAYCHESTER,11
23440,BAYCHESTER,11
23442,BAYCHESTER,11
23443,BAYCHESTER,11
23445,BAYCHESTER,11
23446,BAYCHESTER,11
23447,BAYCHESTER,11
23448,BAYCHESTER,11
23449,BAYCHESTER,11
23451,BAYCHESTER,11
23453,BAYCHESTER,11
23454,BAYCHESTER,11
23456,BAYCHESTER,11
23459,BAYCHESTER,11
23460,BAYCHESTER,11
23464,BAYCHESTER,11
23465,BAYCHESTER,11
23466,BAYCHESTER,11
23469,BAYCHESTER,11
23470,BAYCHESTER,11
23472,BAYCHESTER,11
23475,BAYCHESTER,11
23476,BAYCHESTER,11
23478,BAYCHESTER,11
23481,BAYCHESTER,11
23486,BAYCHESTER,11
23490,BAYCHESTER,11
23491,BAYCHESTER,11
23492,BAYCHESTER,11
23494,BAYCHESTER,11
23495,BAYCHESTER,11
23497,BAYCHESTER,11
23498,BAYCHESTER,11
23499,BAYCHESTER,11
23501,BAYCHESTER,11
23502,BAYCHESTER,11
23504,BAYCHESTER,11
23506,BAYCHESTER,11
23507,BAYCHESTER,11
23508,BAYCHESTER,11
23509,BAYCHESTER,11
23512,BAYCHESTER,11
23514,BAYCHESTER,11
23515,BAYCHESTER,11
23516,BAYCHESTER,11
23517,BAYCHESTER,11
23520,BAYCHESTER,11
23521,BAYCHESTER,11
23523,BAYCHESTER,11
23525,BAYCHESTER,11
23526,BAYCHESTER,11
23528,BAYCHESTER,11
23531,BAYCHESTER,11
23532,BAYCHESTER,11
23533,BAYCHESTER,11
23534,BAYCHESTER,11
23535,BAYCHESTER,11
23536,BAYCHESTER,11
23537,BAYCHESTER,11
23538,BAYCHESTER,11
23539,BAYCHESTER,11
23540,BAYCHESTER,11
23542,BAYCHESTER,11
23543,BAYCHESTER,11
23544,BAYCHESTER,11
23546,BAYCHESTER,11
23547,BAYCHESTER,11
23548,BAYCHESTER,11
23550,BAYCHESTER,11
23551,BAYCHESTER,11
23552,BAYCHESTER,11
23553,BAYCHESTER,11
23554,BAYCHESTER,11
23556,BAYCHESTER,11
23557,BAYCHESTER,11
23560,BAYCHESTER,11
23561,BAYCHESTER,11
23563,BAYCHESTER,11
23564,BAYCHESTER,11
23566,BAYCHESTER,11
23567,BAYCHESTER,11
23568,BAYCHESTER,11
23569,BAYCHESTER,11
23570,BAYCHESTER,11
23571,BAYCHESTER,11
23574,BAYCHESTER,11
23576,BAYCHESTER,11
23578,BAYCHESTER,11
23582,BAYCHESTER,11
23584,BAYCHESTER,11
23585,BAYCHESTER,11
23586,BAYCHESTER,11
23587,BAYCHESTER,11
23588,BAYCHESTER,11
23592,BAYCHESTER,11
23593,BAYCHESTER,11
23595,BAYCHESTER,11
23596,BAYCHESTER,11
23597,BAYCHESTER,11
23599,BAYCHESTER,11
23600,BAYCHESTER,11
23601,BAYCHESTER,11
23602,BAYCHESTER,11
23603,BAYCHESTER,11
23605,BAYCHESTER,11
23606,BAYCHESTER,11
23607,BAYCHESTER,11
23608,BAYCHESTER,11
23609,BAYCHESTER,11
23611,BAYCHESTER,11
23613,BAYCHESTER,11
23617,BAYCHESTER,11
23619,BAYCHESTER,11
23620,BAYCHESTER,11
23622,BAYCHESTER,11
23624,BAYCHESTER,11
23625,BAYCHESTER,11
23626,BAYCHESTER,11
23627,BAYCHESTER,11
23628,BAYCHESTER,11
23629,BAYCHESTER,11
23634,BAYCHESTER,11
23635,BAYCHESTER,11
23638,BAYCHESTER,11
23639,BAYCHESTER,11
23641,BAYCHESTER,11
23648,BAYCHESTER,11
23649,BAYCHESTER,11
23651,BAYCHESTER,11
23654,BAYCHESTER,11
23656,BAYCHESTER,11
23658,BAYCHESTER,11
23661,BAYCHESTER,11
23662,BAYCHESTER,11
23663,BAYCHESTER,11
23664,BAYCHESTER,11
23666,BAYCHESTER,11
23668,BAYCHESTER,11
23670,BAYCHESTER,11
23671,BAYCHESTER,11
23672,BAYCHESTER,11
23677,BAYCHESTER,11
23678,BAYCHESTER,11
23680,BAYCHESTER,11
23682,BAYCHESTER,11
23684,BAYCHESTER,11
23687,BAYCHESTER,11
23691,BAYCHESTER,11
23692,BAYCHESTER,11
23693,BAYCHESTER,11
23717,BAYCHESTER,11
23722,BAYCHESTER,11
23723,BAYCHESTER,11
23731,BAYCHESTER,11
23732,BAYCHESTER,11
23733,BAYCHESTER,11
23734,BAYCHESTER,11
23735,BAYCHESTER,11
23736,BAYCHESTER,11
23743,BEDFORD PARK/NORWOOD,13
23744,BEDFORD PARK/NORWOOD,13
23748,BEDFORD PARK/NORWOOD,13
23751,BEDFORD PARK/NORWOOD,13
23752,BEDFORD PARK/NORWOOD,13
23753,BEDFORD PARK/NORWOOD,13
23754,BEDFORD PARK/NORWOOD,13
23755,BEDFORD PARK/NORWOOD,13
23756,BEDFORD PARK/NORWOOD,13
23757,BEDFORD PARK/NORWOOD,13
23758,BEDFORD PARK/NORWOOD,13
23760,BEDFORD PARK/NORWOOD,13
23762,BEDFORD PARK/NORWOOD,13
23764,BEDFORD PARK/NORWOOD,13
23768,BEDFORD PARK/NORWOOD,13
23771,BEDFORD PARK/NORWOOD,13
23772,BEDFORD PARK/NORWOOD,13
23777,BEDFORD PARK/NORWOOD,13
23778,BEDFORD PARK/NORWOOD,13
23779,BEDFORD PARK/NORWOOD,13
23780,BEDFORD PARK/NORWOOD,13
23788,BEDFORD PARK/NORWOOD,13
23791,BEDFORD PARK/NORWOOD,13
23792,BEDFORD PARK/NORWOOD,13
23796,BEDFORD PARK/NORWOOD,13
23797,BEDFORD PARK/NORWOOD,13
23798,BEDFORD PARK/NORWOOD,13
23799,BEDFORD PARK/NORWOOD,13
23800,BEDFORD PARK/NORWOOD,13
23802,BEDFORD PARK/NORWOOD,13
23804,BEDFORD PARK/NORWOOD,13
23811,BEDFORD PARK/NORWOOD,13
23815,BEDFORD PARK/NORWOOD,13
23816,BEDFORD PARK/NORWOOD,13
23817,BEDFORD PARK/NORWOOD,13
23818,BEDFORD PARK/NORWOOD,13
23820,BEDFORD PARK/NORWOOD,13
23822,BEDFORD PARK/NORWOOD,13
23823,BEDFORD PARK/NORWOOD,13
23824,BEDFORD PARK/NORWOOD,13
23829,BEDFORD PARK/NORWOOD,13
23830,BEDFORD PARK/NORWOOD,13
23834,BEDFORD PARK/NORWOOD,13
23835,BEDFORD PARK/NORWOOD,13
23836,BEDFORD PARK/NORWOOD,13
23838,BEDFORD PARK/NORWOOD,13
23839,BEDFORD PARK/NORWOOD,13
23841,BEDFORD PARK/NORWOOD,13
23842,BEDFORD PARK/NORWOOD,13
23845,BEDFORD PARK/NORWOOD,13
23850,BEDFORD PARK/NORWOOD,13
23851,BEDFORD PARK/NORWOOD,13
23853,BEDFORD PARK/NORWOOD,13
23855,BEDFORD PARK/NORWOOD,13
23856,BEDFORD PARK/NORWOOD,13
23857,BEDFORD PARK/NORWOOD,13
23858,BEDFORD PARK/NORWOOD,13
23860,BEDFORD PARK/NORWOOD,13
23862,BEDFORD PARK/NORWOOD,13
23863,BEDFORD PARK/NORWOOD,13
23865,BEDFORD PARK/NORWOOD,13
23866,BEDFORD PARK/NORWOOD,13
23867,BEDFORD PARK/NORWOOD,13
23868,BEDFORD PARK/NORWOOD,13
23869,BEDFORD PARK/NORWOOD,13
23870,BEDFORD PARK/NORWOOD,13
23871,BEDFORD PARK/NORWOOD,13
23872,BEDFORD PARK/NORWOOD,13
23874,BEDFORD PARK/NORWOOD,13
23875,BEDFORD PARK/NORWOOD,13
23876,BEDFORD PARK/NORWOOD,13
23943,BEDFORD PARK/NORWOOD,13
23944,BEDFORD PARK/NORWOOD,13
23945,BEDFORD PARK/NORWOOD,13
23946,BEDFORD PARK/NORWOOD,13
23948,BEDFORD PARK/NORWOOD,13
23951,BELMONT,18
23952,BELMONT,18
23953,BELMONT,18
23955,BELMONT,18
23956,BELMONT,18
23957,BELMONT,18
23961,BELMONT,18
23962,BELMONT,18
23963,BELMONT,18
23965,BELMONT,18
23966,BELMONT,18
23967,BELMONT,18
23968,BELMONT,18
23969,BELMONT,18
23970,BELMONT,18
23971,BELMONT,18
23972,BELMONT,18
23974,BELMONT,18
23976,BELMONT,18
23978,BELMONT,18
23980,BELMONT,18
23981,BELMONT,18
23983,BELMONT,18
23986,BELMONT,18
23988,BELMONT,18
23990,BELMONT,18
23991,BELMONT,18
23992,BELMONT,18
23993,BELMONT,18
23994,BELMONT,18
23995,BELMONT,18
23998,BELMONT,18
23999,BELMONT,18
24000,BELMONT,18
24001,BELMONT,18
24002,BELMONT,18
24004,BELMONT,18
24005,BELMONT,18
24006,BELMONT,18
24007,BELMONT,18
24008,BELMONT,18
24009,BELMONT,18
24013,BELMONT,18
24016,BELMONT,18
24022,BELMONT,18
24025,BRONX PARK,27
24029,BRONXDALE,28
24030,BRONXDALE,28
24032,BRONXDALE,28
24033,BRONXDALE,28
24034,BRONXDALE,28
24035,BRONXDALE,28
24037,BRONXDALE,28
24038,BRONXDALE,28
24039,BRONXDALE,28
24040,BRONXDALE,28
24041,BRONXDALE,28
24044,BRONXDALE,28
24045,BRONXDALE,28
24046,BRONXDALE,28
24047,BRONXDALE,28
24048,BRONXDALE,28
24049,BRONXDALE,28
24050,BRONXDALE,28
24051,BRONXDALE,28
24052,BRONXDALE,28
24053,BRONXDALE,28
24054,BRONXDALE,28
24055,BRONXDALE,28
24056,BRONXDALE,28
24057,BRONXDALE,28
24058,BRONXDALE,28
24061,BRONXDALE,28
24062,BRONXDALE,28
24063,BRONXDALE,28
24065,BRONXDALE,28
24067,BRONXDALE,28
24068,BRONXDALE,28
24069,BRONXDALE,28
24071,BRONXDALE,28
24072,BRONXDALE,28
24078,BRONXDALE,28
24079,BRONXDALE,28
24080,BRONXDALE,28
24083,BRONXDALE,28
24086,BRONXDALE,28
24087,BRONXDALE,28
24088,BRONXDALE,28
24089,BRONXDALE,28
24090,BRONXDALE,28
24091,BRONXDALE,28
24092,BRONXDALE,28
24093,BRONXDALE,28
24094,BRONXDALE,28
24095,BRONXDALE,28
24096,BRONXDALE,28
24097,BRONXDALE,28
24098,BRONXDALE,28
24103,BRONXDALE,28
24104,BRONXDALE,28
24105,BRONXDALE,28
24106,BRONXDALE,28
